title,category,price,rating,availability,url
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,13.66,2,In stock,http://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
The Smitten Kitchen Cookbook,Food and Drink,23.59,1,In stock,http://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,34.32,3,In stock,http://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,33.14,3,In stock,http://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
Redeeming Love,Christian Fiction,20.47,5,In stock,http://books.toscrape.com/catalogue/redeeming-love_826/index.html
Close to You,Christian Fiction,49.46,4,In stock,http://books.toscrape.com/catalogue/close-to-you_798/index.html
Shadows of the Past (Logan Point #1),Christian Fiction,39.67,5,In stock,http://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
Like Never Before (Walker Family #2),Christian Fiction,28.77,2,In stock,http://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Counted With the Stars (Out from Egypt #1),Christian Fiction,17.97,5,In stock,http://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
If I Run (If I Run #1),Christian Fiction,49.97,4,In stock,http://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
The Dirty Little Secrets of Getting Your Dream Job,Business,33.34,4,In stock,http://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
The Third Wave: An Entrepreneur’s Vision of the Future,Business,12.61,5,In stock,http://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,27.55,3,In stock,http://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
Shoe Dog: A Memoir by the Creator of NIKE,Business,23.99,2,In stock,http://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
Made to Stick: Why Some Ideas Survive and Others Die,Business,38.85,5,In stock,http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,43.14,1,In stock,http://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
The Art of Startup Fundraising,Business,21.0,3,In stock,http://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
Born for This: How to Find the Work You Were Meant to Do,Business,21.59,5,In stock,http://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,36.91,1,In stock,http://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
"Rich Dad, Poor Dad",Business,51.74,1,In stock,http://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,33.92,3,In stock,http://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html
Rework,Business,44.88,2,In stock,http://books.toscrape.com/catalogue/rework_212/index.html
Louisa: The Extraordinary Life of Mrs. Adams,Biography,16.85,2,In stock,http://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,21.15,2,In stock,http://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,39.55,1,In stock,http://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
Benjamin Franklin: An American Life,Biography,48.19,3,In stock,http://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,42.57,3,In stock,http://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html
In Her Wake,Thriller,12.84,1,In stock,http://books.toscrape.com/catalogue/in-her-wake_980/index.html
The Elephant Tree,Thriller,23.82,5,In stock,http://books.toscrape.com/catalogue/the-elephant-tree_968/index.html
Behind Closed Doors,Thriller,52.22,4,In stock,http://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
You (You #1),Thriller,43.61,5,In stock,http://books.toscrape.com/catalogue/you-you-1_784/index.html
The Guilty (Will Robie #4),Thriller,13.82,2,In stock,http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The 14th Colony (Cotton Malone #11),Thriller,39.24,1,In stock,http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
Give It Back,Thriller,18.32,2,In stock,http://books.toscrape.com/catalogue/give-it-back_430/index.html
Killing Floor (Jack Reacher #1),Thriller,31.49,4,In stock,http://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,59.71,3,In stock,http://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html
Far From True (Promise Falls Trilogy #2),Thriller,34.93,2,In stock,http://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
The Travelers,Thriller,15.77,1,In stock,http://books.toscrape.com/catalogue/the-travelers_285/index.html
When We Collided,Contemporary,31.77,1,In stock,http://books.toscrape.com/catalogue/when-we-collided_955/index.html
Someone Like You (The Harrisons #2),Contemporary,52.79,5,In stock,http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
We Are All Completely Beside Ourselves,Contemporary,24.04,1,In stock,http://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html
The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,17.66,5,In stock,http://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,32.24,5,In stock,http://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
Chasing Heaven: What Dying Taught Me About Living,Spirituality,37.8,2,In stock,http://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,20.91,1,In stock,http://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,46.33,2,In stock,http://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
A New Earth: Awakening to Your Life's Purpose,Spirituality,55.65,5,In stock,http://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
Logan Kade (Fallen Crest High #5.5),Academic,13.12,2,In stock,http://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,46.35,1,In stock,http://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html
How to Be Miserable: 40 Strategies You Already Use,Self Help,46.03,1,In stock,http://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,52.15,3,In stock,http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,12.08,3,In stock,http://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
How to Stop Worrying and Start Living,Self Help,46.49,5,In stock,http://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
All the Light We Cannot See,Historical,29.87,5,In stock,http://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
The Girl You Left Behind (The Girl You Left Behind #1),Historical,15.79,1,In stock,http://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,54.0,5,In stock,http://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
Crazy Love: Overwhelmed by a Relentless God,Christian,47.72,2,In stock,http://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,25.77,1,In stock,http://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
Silence in the Dark (Logan Point #4),Suspense,58.33,3,In stock,http://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
The Grownup,Short Stories,35.88,1,In stock,http://books.toscrape.com/catalogue/the-grownup_546/index.html
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,54.81,5,In stock,http://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,49.05,3,In stock,http://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html
"Eat Fat, Get Thin",Health,54.07,2,In stock,http://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,49.71,5,In stock,http://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
The Art and Science of Low Carbohydrate Living,Health,52.98,5,In stock,http://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
Libertarianism for Beginners,Politics,51.33,2,In stock,http://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,52.65,4,In stock,http://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,56.86,1,In stock,http://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
Amid the Chaos,Cultural,36.58,1,In stock,http://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
Dark Notes,Erotica,19.19,5,In stock,http://books.toscrape.com/catalogue/dark-notes_800/index.html
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,10.97,1,In stock,http://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
